user_id,anonymous_id,first_name,last_name,date_of_birth,gender,email,phone_number,address,country,account_creation_date,marketing_consent_email,marketing_consent_sms,marketing_consent_line_oa,marketing_consent_web_mobile_push,data_processing_consent,signup_source,customer_tier
CUST-A001670,0ec7d9bf-64a6-4d7e-b976-9772aa90f4eb,Chaiwut,Tungkasethakul,1916-05-07T00:00:00+06:42,Male,chaiwut.tungkasethakul@hotmailx.com,+6617606121,4/7 ถ.ตวันเยี่ยม บึงหนองแสง จ.อุตรดิตถ์ 83580,Thailand,2023-12-20T00:00:00+07:00,True,False,True,False,True,Android,Bronze
CUST-A001671,826ef5a2-48a4-44ea-867a-f77010f3e4d0,Pitipat,Polpo,1926-03-28T00:00:00+07:00,Other,pitipat.polpo@gmailx.com,+6618328347,91 หมู่ 31 ซอยทรงโกมล ชัยนาท 38650,Thailand,2024-03-18T00:00:00+07:00,False,True,True,True,True,Android,Bronze
CUST-A001672,0942c5a6-2eb3-46ce-9f7f-0c2bf4f1e617,Anon,Pothanun,1908-10-08T00:00:00+06:42,Male,anon.pothanun@hotmailx.com,+6616681208,559/6 ถ.แน่นดุจป้อม สตูล 77070,Thailand,2024-03-26T00:00:00+07:00,False,False,False,True,True,iOS,Bronze
CUST-A001673,05d3d7e1-6a09-41fe-852c-bdbbf0da1d06,Yada,Tianvarich,1933-09-16T00:00:00+07:00,Female,yada.tianvarich@gmailx.com,+6612355017,72 ถนนดวงทับทิม อ.บ้านแท่น บุรีรัมย์ 35000,Thailand,2023-12-14T00:00:00+07:00,False,False,True,True,True,Android,Bronze
CUST-A001674,7ba649cf-20e9-4df5-808c-da461ff2ba15,Niracha,Pasuk,2015-10-20T00:00:00+07:00,Female,niracha.pasuk@gmailx.com,+6616359231,0/9 ถ.ทองเนื้อดี ต.บึงหนองอิเฒ่าใต้ อ.ห้วยขวาง อุทัยธานี 94460,Thailand,2024-05-01T00:00:00+07:00,True,False,True,True,False,Web,Bronze
CUST-A001675,0e27254d-3cad-4337-9dc9-24dac5efa2a9,Chawin,Prachayaroch,1959-10-30T00:00:00+07:00,Male,chawin.prachayaroch@hotmailx.com,+6617451411,226 ต.โนนสูงใหม่ อ.ศรีสงคราม พะเยา 60260,Thailand,2023-10-22T00:00:00+07:00,True,False,False,True,True,Web,Bronze
CUST-A001676,5ef29102-d848-4baa-b15c-4a741a45c4cb,Nutwadee,Kittakun,1918-04-17T00:00:00+06:42,Female,nutwadee.kittakun@gmailx.com,+6612960360,988/9 ถนนนักสำหรวจ ต.ท่างิ้ว อ.พรเจริญ จ.จันทบุรี 95720,Thailand,2024-06-12T00:00:00+07:00,True,False,True,True,True,Android,Bronze
CUST-A001677,19c78336-7129-429b-b123-ee0caf786938,Pak,Kitprapa,2000-06-24T00:00:00+07:00,Other,pak.kitprapa@gmailx.com,+6616416971,612/48 ถ.นรวิทย์โชติกุล ต.สุขเดือนห้าใหม่ อ.นาหว้า จ.ลำปาง 68970,Thailand,2024-04-20T00:00:00+07:00,False,False,False,True,True,Android,Bronze
CUST-A001678,7fd9cb2b-0c60-4515-9788-5388318de1ae,Jaruwan,Turongkinanon,1919-01-15T00:00:00+06:42,Male,jaruwan.turongkinanon@hotmailx.com,+6611592328,865 ถนนแน่นดุจป้อม โนนศิลา สระบุรี 93530,Thailand,2024-06-20T00:00:00+07:00,True,False,True,False,True,iOS,Bronze
CUST-A001679,242d2f71-15b2-4b48-8319-c58da77ed0fd,Patcharaporn,Vinyuvanichkul,1986-09-03T00:00:00+07:00,Male,patcharaporn.vinyuvanichkul@gmailx.com,+6615973051,716/98 ถ.โพธิสัตย์ บึงอุ่มเม่า ตาก 40380,Thailand,2024-03-23T00:00:00+07:00,False,False,False,True,False,Android,Bronze
CUST-A001680,cca0112f-aa22-4fd6-92bd-baeeec4fc1a7,Pattatomporn,Pothanun,1938-10-05T00:00:00+07:00,Other,pattatomporn.pothanun@gmailx.com,+6611513644,940 ถ.ถนัดเดินข่าว นาวง เทพสถิต สมุทรสงคราม 79920,Thailand,2023-09-16T00:00:00+07:00,True,True,False,False,False,iOS,Bronze
CUST-A001681,20e4d30d-1eda-4aa3-9d1a-720e3c634145,Prames,Tianvarich,1943-02-25T00:00:00+07:00,Other,prames.tianvarich@gmailx.com,+6619429953,60 หมู่ 90 ซ.ไทไชโย ตำบลเทพศิรินทร์ อำเภอเวียงชัย จังหวัดพิษณุโลก 39150,Thailand,2024-01-30T00:00:00+07:00,True,True,True,False,True,Android,Bronze
CUST-A001682,5e0beb37-1766-4a7d-8378-1946ec2a6b41,Phubes,Bunlerngsri,1931-08-04T00:00:00+07:00,Male,phubes.bunlerngsri@hotmailx.com,+6611979141,400/5 ถนนหิรัญสาลี ท่าเรือ สมุทรสงคราม 56690,Thailand,2024-05-01T00:00:00+07:00,True,True,True,True,True,Android,Bronze
CUST-A001683,0eaa3564-b79e-4057-bcb1-d35a0c4878a8,Kamolchanok,Prachayaroch,1921-12-31T00:00:00+07:00,Other,kamolchanok.prachayaroch@gmailx.com,+6617207739,0 ถนนทองสุกเลิศ หนองปลาหมอ ซับใหญ่ นครราชสีมา 92420,Thailand,2023-11-23T00:00:00+07:00,True,True,False,True,False,iOS,Bronze
CUST-A001684,c70d8331-be02-467f-9bdc-bf285e454f36,Atit,Tianvarich,1953-07-04T00:00:00+07:00,Other,atit.tianvarich@gmailx.com,+6611029056,21/7 ถ.ดำริห์ชอบ อำเภอแม่สรวย จังหวัดปัตตานี 13290,Thailand,2024-06-14T00:00:00+07:00,False,False,True,True,True,Web,Bronze
CUST-A001685,e4fbeb63-fb7b-42ab-84d8-60f8d14d06c9,Chaiwut,Trikasemmart,1997-02-05T00:00:00+07:00,Female,chaiwut.trikasemmart@hotmailx.com,+6615016814,24 ถนนเธียรายัน ตำบลดอนสมบูรณ์ อำเภอบ้านแพง จังหวัดบุรีรัมย์ 64000,Thailand,2023-10-19T00:00:00+07:00,False,True,False,True,False,Web,Bronze
CUST-A001686,6b40573b-7bbd-4bc9-b3c8-2dbdd5c1987c,Sitiwat,Pianduangsri,2019-10-03T00:00:00+07:00,Male,sitiwat.pianduangsri@hotmailx.com,+6616207629,020/0 ถนนทับทิมไทย บ้านคลองขามใหญ่ แก้งคร้อ นครพนม 24240,Thailand,2023-10-30T00:00:00+07:00,True,True,True,False,True,Web,Bronze
CUST-A001687,9204bb6b-a20a-4f69-baa1-ce29ca979d88,Suvakit,Sireelert,1992-05-16T00:00:00+07:00,Female,suvakit.sireelert@gmailx.com,+6619521679,93 หมู่ 0 ถ.ถนัดการเขียน เชียงราย 13440,Thailand,2024-03-08T00:00:00+07:00,False,False,True,True,False,Web,Bronze
CUST-A001688,3531382c-e47f-414a-9a6e-a96b9b82233e,Supasit,Kitprapa,2003-11-03T00:00:00+07:00,Other,supasit.kitprapa@hotmailx.com,+6612257390,69/12 ถ.ติระคมน์ ตำบลลำภูรา อำเภอปากคาด จังหวัดกำแพงเพชร 76600,Thailand,2024-01-26T00:00:00+07:00,True,True,False,True,True,Web,Bronze
CUST-A001689,e714b255-1e06-40c6-8ee8-68c159da3165,Jitrin,Pichpandecha,1928-06-16T00:00:00+07:00,Male,jitrin.pichpandecha@gmailx.com,+6619961948,41/5 ถ.ธูปะวิโรจน์ อ.เวียงป่าเป้า พระนครศรีอยุธยา 60640,Thailand,2024-02-02T00:00:00+07:00,False,True,True,True,True,Android,Bronze
CUST-A001690,2f572bab-4463-4545-b3c3-9a553a0b54b2,Jitrin,Pichpandecha,1997-08-21T00:00:00+07:00,Male,jitrin.pichpandecha@hotmailx.com,+6619097292,10/07 ถ.ธรรมทินนา เขาพระนอนใต้ บ้านแพง แพร่ 10550,Thailand,2023-12-29T00:00:00+07:00,True,True,True,False,False,Web,Bronze
CUST-A001691,5b0bc31a-0a03-487c-a7be-a69364f23238,Chalisa,Intaum,1967-01-08T00:00:00+07:00,Other,chalisa.intaum@hotmailx.com,+6618835932,605/93 ถนนนิลสุวรรณ์ ต.บ้านบางแค อ.โพนสวรรค์ จ.เชียงราย 27420,Thailand,2023-08-22T00:00:00+07:00,True,True,False,True,False,Android,Bronze
CUST-A001692,31a8653d-137e-4ba4-95ed-499fe2300239,Pannawich,Siripaiboo,1984-12-30T00:00:00+07:00,Male,pannawich.siripaiboo@gmailx.com,+6614264576,64/23 ถ.ดาวกระจาย ตำบลวัดเขากอบเล็ก อำเภอสะพานสูง ขอนแก่น 59420,Thailand,2024-05-02T00:00:00+07:00,True,False,True,True,True,Android,Bronze
CUST-A001693,39cb2da7-ecef-42e3-b27e-9e0821caaafe,Pak,Permchart,1986-12-04T00:00:00+07:00,Female,pak.permchart@gmailx.com,+6619464239,418 ถนนเนื้อนุ่ม ต.เกาะโพธิ์ อ.เกษตรสมบูรณ์ นนทบุรี 35500,Thailand,2024-04-19T00:00:00+07:00,False,True,False,False,False,iOS,Bronze
CUST-A001694,e0291751-d0d1-492d-aa9e-80facfe219e2,Pachongruk,Sorattanachai,2001-11-16T00:00:00+07:00,Male,pachongruk.sorattanachai@gmailx.com,+6618158295,181/73 ถ.นิติสาขา ต.เขากอบเหนือ อ.เทิง จ.ขอนแก่น 94830,Thailand,2024-04-29T00:00:00+07:00,False,False,True,True,True,iOS,Bronze
CUST-A001695,1300b061-bcca-474e-96a5-56a0d5ff8083,Pak,Methavorakul,1941-05-04T00:00:00+07:00,Other,pak.methavorakul@gmailx.com,+6614291775,9/4 ถนนถาวระวรณ์ ต.บ้านโนนสูง อ.สามโคก จ.พัทลุง 23090,Thailand,2024-04-01T00:00:00+07:00,False,True,True,False,False,Web,Bronze
CUST-A001696,18e0935f-da17-4c9d-8d80-e20407b215bd,Chalisa,Chaisatit,1934-10-29T00:00:00+07:00,Female,chalisa.chaisatit@hotmailx.com,+6615407496,010/1 ถนนทองสุกเลิศ ต.วัดพระรักษ์ใหญ่ อ.หนองบัวแดง จ.กรุงเทพมหานคร 82250,Thailand,2024-07-10T00:00:00+07:00,False,True,True,True,False,Android,Bronze
CUST-A001697,d13c1929-2cce-481f-8c4c-f155733119f3,Tunradee,Chomsri,1971-11-08T00:00:00+07:00,Female,tunradee.chomsri@hotmailx.com,+6616949036,891/38 ถนนผลบุญ อ.เทิง จ.นครสวรรค์ 67730,Thailand,2024-03-24T00:00:00+07:00,False,True,True,False,False,iOS,Bronze
CUST-A001698,348c04c1-48ab-4108-ac54-70b574e1fbcf,Anon,Polpo,1923-05-01T00:00:00+07:00,Other,anon.polpo@hotmailx.com,+6616802921,77 หมู่ 96 ถ.ถนัดรักษา ต.คลองขาม จ.ชัยนาท 22930,Thailand,2024-02-09T00:00:00+07:00,True,False,False,True,False,iOS,Bronze
CUST-A001699,14bff860-0fa4-4465-85db-e08af2f9c37e,Phubes,Phusilarungrueng,2023-09-18T00:00:00+07:00,Other,phubes.phusilarungrueng@gmailx.com,+6617352878,9 ถ.ไชยภา ตำบลโนนศิลา จังหวัดมุกดาหาร 97590,Thailand,2023-11-04T00:00:00+07:00,False,True,True,False,True,Android,Bronze
CUST-A001700,c041299f-2c86-457d-993b-09a3decc5da4,Nutcha,Tianvarich,1979-04-25T00:00:00+07:00,Male,nutcha.tianvarich@hotmailx.com,+6617705399,204/9 ถ.เตชะกำพุ อ.แม่ลาว จ.นครปฐม 86620,Thailand,2023-08-21T00:00:00+07:00,True,False,False,False,False,Web,Bronze
CUST-A001701,e1a6692e-ec6c-4b84-bb14-c6964e8773ba,Pitipat,Choeychuen,1957-07-05T00:00:00+07:00,Female,pitipat.choeychuen@hotmailx.com,+6617124271,978/2 ถนนทุมะบุตร์ หนองช้างแล่น เวียงแก่น เพชรบุรี 81600,Thailand,2023-10-17T00:00:00+07:00,False,False,True,False,True,Android,Bronze
CUST-A001702,9feda4bb-ef13-4d43-ac96-89acfabf1f1f,Sittikorn,Methavorakul,1912-11-27T00:00:00+06:42,Other,sittikorn.methavorakul@hotmailx.com,+6615916440,954 ถ.วาทา ต.ปากแจ่มเหนือ อ.แก้งคร้อ ลพบุรี 21390,Thailand,2024-06-21T00:00:00+07:00,False,False,True,True,True,Android,Bronze
CUST-A001703,2fcead0b-f2b9-4909-bafb-3efcd2a4d96a,Pattatomporn,Sittisaowapak,1936-07-22T00:00:00+07:00,Other,pattatomporn.sittisaowapak@gmailx.com,+6612987473,4/8 ถนนซูสารอ อำเภอนาแก จังหวัดชุมพร 74100,Thailand,2023-11-05T00:00:00+07:00,False,False,True,False,False,iOS,Bronze
CUST-A001704,783d3b17-9c8d-46ad-a5c8-49444bf94c83,Arisara,Sooksawang,1947-05-02T00:00:00+07:00,Female,arisara.sooksawang@gmailx.com,+6616059003,586/2 ถ.เลขะพันธุ์ ต.สุขเดือนห้า อ.บางสะพานน้อย จ.กรุงเทพมหานคร 79050,Thailand,2023-11-20T00:00:00+07:00,True,False,True,False,True,Web,Bronze
CUST-A001705,ab648b68-6e7c-40b4-b18a-c5112f5354c7,Suwijuk,Pitanuwat,1924-09-12T00:00:00+07:00,Female,suwijuk.pitanuwat@gmailx.com,+6613601087,71/4 ถ.ธีวร ต.บ้านบางดี อ.หนอกจอก มหาสารคาม,Thailand,2023-08-17T00:00:00+07:00,True,True,True,True,False,Android,Bronze
CUST-A001706,11ea51f8-3558-4569-89c8-16bf38c124b0,Wassaya,Pikatsingkorn,2022-10-06T00:00:00+07:00,Other,wassaya.pikatsingkorn@gmailx.com,+6618635212,66/99 ถ.กุมารบุญ บ่อไร่ นนทบุรี 23370,Thailand,2024-07-03T00:00:00+07:00,False,True,True,False,False,Web,Bronze
CUST-A001707,ec9f341c-0077-4ded-8ded-e53ada6b299d,Chawin,Charoensuksopol,1967-01-07T00:00:00+07:00,Other,chawin.charoensuksopol@gmailx.com,+6611238720,80/2 ถนนหนักแน่น คอนสาร กาฬสินธุ์ 27370,Thailand,2024-06-02T00:00:00+07:00,True,True,True,False,False,Web,Bronze
CUST-A001708,1e9f31b9-d12a-4d69-8312-868584c852db,Kodchaporn,Turongkinanon,1914-02-07T00:00:00+06:42,Female,kodchaporn.turongkinanon@gmailx.com,+6614214233,47 หมู่ 17 ถนนขำเอนก ต.นาเชือกใหม่ อ.เขาสมิง จ.สตูล 14720,Thailand,2024-05-20T00:00:00+07:00,False,False,True,True,False,iOS,Bronze
CUST-A001709,9a45060a-145f-4c17-835c-1d1cf5578463,Pachongruk,Krittayanukoon,1985-10-12T00:00:00+07:00,Male,pachongruk.krittayanukoon@hotmailx.com,+6611853407,67 หมู่ 88 ถนนไทนิยม ต.เว่อ อ.เวียงป่าเป้า แม่ฮ่องสอน,Thailand,2023-08-04T00:00:00+07:00,True,True,False,True,True,Web,Bronze
CUST-A001710,8a1afebb-7108-4828-9b79-6268ffa7bef4,Sorawut,Bunlerngsri,2015-09-17T00:00:00+07:00,Other,sorawut.bunlerngsri@gmailx.com,+6617944036,60/2 ถนนนิลเสนา นาหินลาดใหญ่ พระนครศรีอยุธยา 10090,Thailand,2024-04-15T00:00:00+07:00,True,True,True,True,True,Web,Bronze
CUST-A001711,a1a45a74-1ab4-4f55-bfce-d70794348071,Kamolchanok,Wannapaitoonsri,1920-01-31T00:00:00+06:42,Other,kamolchanok.wannapaitoonsri@hotmailx.com,+6619661202,15 หมู่ 9 ถ.ประจันตะเสน ตำบลบึงท่าเรือ อำเภอภักดีชุมพล ปทุมธานี 68580,Thailand,2023-09-08T00:00:00+07:00,True,False,False,False,True,Android,Bronze
CUST-A001712,95fc69e6-2f4c-4df9-858c-6325de8c318c,Tunradee,Wasunun,1945-06-05T00:00:00+07:00,Other,tunradee.wasunun@hotmailx.com,+6616907860,999/91 ถ.นพตระกูล บัวบาน ปราจีนบุรี 31570,Thailand,2024-07-04T00:00:00+07:00,True,False,True,False,True,Web,Bronze
CUST-A001713,bf650667-1b8c-4a93-87d4-34417d73784e,Jitrin,Chowitunkit,1948-05-14T00:00:00+07:00,Other,jitrin.chowitunkit@hotmailx.com,+6613882097,99/8 ถ.มนทอง ต.ยางตลาด อ.ปากคาด กาฬสินธุ์ 99710,Thailand,2024-02-01T00:00:00+07:00,False,False,False,False,True,Web,Bronze
CUST-A001714,4cbf3ac1-feb4-4a4e-8dbc-73bd21bed84b,Yanisa,Kumsoontorn,2012-04-20T00:00:00+07:00,Female,yanisa.kumsoontorn@hotmailx.com,+6618944220,474/99 ถ.เขียวอ่อน ต.บ้านบางกุ้งเหนือ อ.ปลาปาก จ.ยโสธร 89610,Thailand,2023-09-07T00:00:00+07:00,True,False,True,True,False,Web,Bronze
CUST-A001715,13643e93-7385-4f46-988e-973ae5ad45cf,Wasin,Habpanom,1992-06-10T00:00:00+07:00,Other,wasin.habpanom@gmailx.com,+6618465533,8 ถนนแนวพญา อ.หนองบัวแดง สงขลา 85680,Thailand,2023-09-18T00:00:00+07:00,False,False,True,False,False,Web,Bronze
CUST-A001716,375639ae-d43a-4a98-b198-7ca5d51468cd,Pattapon,Sukhenai,1941-03-15T00:00:00+07:00,Male,pattapon.sukhenai@hotmailx.com,+6617087127,95 หมู่ 97 ถนนภูภักดี ต.นาดี อ.วังทองหลาง จ.สิงห์บุรี,Thailand,2024-01-13T00:00:00+07:00,True,False,False,False,True,iOS,Bronze
CUST-A001717,37f8dc26-c522-455b-b6ca-58adcf137b14,Pak,Wannapaitoonsri,1917-10-15T00:00:00+06:42,Other,pak.wannapaitoonsri@gmailx.com,+6615170614,863/5 ถ.นาคพันธุ์ ต.เกาะโพธิ์ อ.วังทองหลาง กาฬสินธุ์ 79460,Thailand,2024-05-27T00:00:00+07:00,True,True,False,True,True,iOS,Bronze
CUST-A001718,da10d30e-364c-40f3-95eb-0341a01b6245,Tunradee,Kamalanon,1980-02-26T00:00:00+07:00,Female,tunradee.kamalanon@gmailx.com,+6618677953,517/72 ถนนตราชู ต.บางโรงเหนือ อ.เขาสมิง จ.ตรัง,Thailand,2023-11-30T00:00:00+07:00,True,True,False,True,True,Web,Bronze
CUST-A001719,d3419231-ca81-47a3-82c3-28d3e55b3fa4,Kamolchanok,Sukhenai,2005-03-27T00:00:00+07:00,Female,kamolchanok.sukhenai@gmailx.com,+6615751555,4 ถนนแนวพญา พะโต๊ะ เกษตรสมบูรณ์ ชัยภูมิ 78470,Thailand,2024-03-18T00:00:00+07:00,False,False,True,True,False,iOS,Bronze
CUST-A001720,ad90efaa-d5f9-4dda-b03c-e2595a39fa5d,Suvakit,Kumsoontorn,2008-09-07T00:00:00+07:00,Male,suvakit.kumsoontorn@gmailx.com,+6619872670,833/91 ถนนบัวเผื่อน ตำบลเกาะโพธิ์ อำเภอเวียงแก่น ประจวบคีรีขันธ์ 52490,Thailand,2023-07-22T00:00:00+07:00,True,False,True,True,True,iOS,Bronze
CUST-A001721,abd8a822-f21d-424f-afb2-9f0229ce24d9,Tunchanok,Sujjaboriboon,1997-03-21T00:00:00+07:00,Male,tunchanok.sujjaboriboon@hotmailx.com,+6611514097,9/0 ถนนขันธุลา ต.บางแค อ.เกษตรสมบูรณ์ จ.ระยอง 93380,Thailand,2023-07-21T00:00:00+07:00,False,True,False,True,False,iOS,Bronze
CUST-A001722,7a3169cb-77d9-42b8-8186-ac7b4b31cb80,Todsawun,Pongpanitch,1983-08-08T00:00:00+07:00,Female,todsawun.pongpanitch@hotmailx.com,+6615472413,96/22 ถ.หอมสิน โนนศิลา พรเจริญ อ่างทอง 98860,Thailand,2023-08-25T00:00:00+07:00,True,True,True,True,False,iOS,Bronze
CUST-A001723,8bb0ab9d-710e-4179-a67d-14c78d140d93,Supasit,Sujjaboriboon,1946-04-12T00:00:00+07:00,Other,supasit.sujjaboriboon@gmailx.com,+6613426037,0 ถ.หอมพิกุล บ้านแท่น จ.ชัยภูมิ 44170,Thailand,2023-08-30T00:00:00+07:00,True,False,False,False,False,Android,Bronze
CUST-A001724,29104ad6-8989-4834-a730-38e12e1aef20,Kulnun,Polpo,2011-11-05T00:00:00+07:00,Female,kulnun.polpo@gmailx.com,+6619851795,358 ถ.ดิสกะประกาย ตำบลหัวงัว จังหวัดยะลา 60190,Thailand,2024-01-03T00:00:00+07:00,True,True,True,False,False,iOS,Bronze
CUST-A001725,c46c4584-1b02-4099-912a-858c62ea2365,Pattamon,Sujjaboriboon,1956-11-02T00:00:00+07:00,Male,pattamon.sujjaboriboon@hotmailx.com,+6615644446,430/7 หมู่บ้านศิริเกศ หนอกจอก แพร่ 76030,Thailand,2024-06-06T00:00:00+07:00,True,True,True,True,True,Android,Bronze
CUST-A001726,c3c71884-afad-40c1-aded-58fa47abaa47,Puntira,Charoensuksopol,2012-03-06T00:00:00+07:00,Male,puntira.charoensuksopol@hotmailx.com,+6619808691,0 ถนนพรรษาสกุล อำเภอโพนสวรรค์ นราธิวาส 95850,Thailand,2024-01-06T00:00:00+07:00,True,False,False,True,False,Web,Bronze
CUST-A001727,3b8da4b6-efcb-4cd3-8535-e678073ba1ec,Kodchaporn,Posalee,1953-08-28T00:00:00+07:00,Male,kodchaporn.posalee@gmailx.com,+6614754944,8/9 ถนนบุนยาภิสนท์ บางปะกอก เทพสถิต อ่างทอง 15640,Thailand,2024-05-01T00:00:00+07:00,True,False,False,False,False,Android,Bronze
CUST-A001728,3c41a490-c818-4e74-97b2-4f03d9409668,Sarunporn,Kittakun,1994-07-18T00:00:00+07:00,Female,sarunporn.kittakun@gmailx.com,+6614376984,23/6 ถ.แจ้งสว่าง บึงปากทรง จ.อำนาจเจริญ 10450,Thailand,2023-08-06T00:00:00+07:00,True,False,False,True,False,iOS,Bronze
CUST-A001729,12f74d04-d036-49f1-bc61-bc67084812ea,Nutcha,Prachayaroch,1918-01-06T00:00:00+06:42,Male,nutcha.prachayaroch@hotmailx.com,+6619960586,45 หมู่ 74 ถนนเมืองสุข ตำบลท่างิ้ว อำเภอสะพานสูง จังหวัดสมุทรปราการ 75510,Thailand,2024-06-01T00:00:00+07:00,True,True,True,False,False,Web,Bronze
CUST-A001730,9d517571-f78d-4ac6-8103-677c186ea5cd,Suwijuk,Tungkasethakul,1940-04-28T00:00:00+07:00,Other,suwijuk.tungkasethakul@gmailx.com,+6614055509,89/8 ถนนนุตตาร เขาสมิง นครพนม 60370,Thailand,2023-08-10T00:00:00+07:00,False,True,True,True,False,iOS,Bronze
CUST-A001731,6a3f9f4b-35c7-401d-bc6e-f44bd0f11c25,Suvakit,Kamalanon,1963-10-19T00:00:00+07:00,Male,suvakit.kamalanon@hotmailx.com,+6614378818,84/0 ถนนถนอมกุลบุตร โคกกรวดใต้ เกษตรสมบูรณ์ ราชบุรี 44810,Thailand,2023-12-27T00:00:00+07:00,True,False,True,True,True,Web,Bronze
CUST-A001732,166f2ebb-f121-45ca-b3f3-22caa2b142ac,Pak,Intaum,1949-10-22T00:00:00+07:00,Female,pak.intaum@gmailx.com,+6615620817,53 หมู่ 8 ถนนเมืองสุข อำเภอปากคาด แม่ฮ่องสอน 78090,Thailand,2024-06-03T00:00:00+07:00,True,True,False,False,True,iOS,Bronze
CUST-A001733,646ee1e3-d6cd-45d8-b0dc-82e3daa54dbb,Pakjira,Boonpungbaramee,1942-01-14T00:00:00+07:00,Other,pakjira.boonpungbaramee@hotmailx.com,+6613394321,34 ถ.ถนอมมนุษย์ อ.ห้วยขวาง จ.สระแก้ว 80950,Thailand,2024-06-10T00:00:00+07:00,False,False,False,True,True,Web,Bronze
CUST-A001734,5549703a-e20f-42c9-9211-795ad4fa98c8,Pintusorn,Titipatrayunyong,1997-05-08T00:00:00+07:00,Male,pintusorn.titipatrayunyong@hotmailx.com,+6612572519,403/4 ถ.ศรีสัตย์ อ.ภูเขียว ตรัง 52400,Thailand,2024-06-24T00:00:00+07:00,False,False,True,False,True,Android,Bronze
CUST-A001735,663b4684-c3bc-4a64-a416-24f15603417e,Pawan,Chowitunkit,1985-10-16T00:00:00+07:00,Other,pawan.chowitunkit@gmailx.com,+6616949231,55/96 ถ.นิระหานี ตำบลนาหินลาดใต้ อำเภอแม่ลาว ลพบุรี 61240,Thailand,2023-09-19T00:00:00+07:00,True,False,True,False,True,Web,Bronze
CUST-A001736,3e9a344f-f383-458e-a6d5-bb9ca7ce2b03,Kunaporn,Sorattanachai,2012-11-13T00:00:00+07:00,Female,kunaporn.sorattanachai@hotmailx.com,+6618411442,4 ถ.ฉิมพาลี ต.บางปะกอก อ.เทพสถิต ลำปาง 85150,Thailand,2024-05-03T00:00:00+07:00,False,True,True,True,True,Web,Bronze
CUST-A001737,445133c8-f0cd-43a6-8a5c-8d992f26376a,Tunchanok,Wasunun,1988-11-06T00:00:00+07:00,Male,tunchanok.wasunun@gmailx.com,+6613076363,63 หมู่ 69 ถนนสุวรรณหงษ์ บ่อไร่ นครสวรรค์ 62940,Thailand,2023-12-25T00:00:00+07:00,False,False,False,False,False,Web,Bronze
CUST-A001738,d97e5720-64d8-4e44-b32a-ebedb89db531,Patchaploy,Youprasert,1991-10-31T00:00:00+07:00,Other,patchaploy.youprasert@hotmailx.com,+6611942352,13 หมู่ 91 ถนนนามขำ ต.บ่อกะบกเตี้ยใหญ่ อ.วังทองหลาง จ.ปัตตานี,Thailand,2024-01-21T00:00:00+07:00,True,True,True,True,False,Android,Bronze
CUST-A001739,f7245b4a-ceac-49b1-b98b-54e2332ac149,Ratchanon,Tungkasethakul,1917-03-24T00:00:00+06:42,Other,ratchanon.tungkasethakul@hotmailx.com,+6617913895,479/20 ถนนตวันเยี่ยม ต.ปากพลี อ.เรณูนคร จ.กาญจนบุรี 37940,Thailand,2023-07-19T00:00:00+07:00,False,True,True,True,True,Android,Bronze
CUST-A001740,7f7d34cc-0d20-490a-9648-03ba58e0f830,Yanisa,Srisoontorn,2021-09-29T00:00:00+07:00,Female,yanisa.srisoontorn@gmailx.com,+6614488469,65/8 ถ.ศาสตร์ศิลป์ หนองบัวระเหว จ.ประจวบคีรีขันธ์ 40460,Thailand,2023-10-25T00:00:00+07:00,True,False,False,True,False,Android,Bronze
CUST-A001741,e8039290-3047-4d59-ab70-7ea6e345c558,Supasit,Benchapatranon,1927-04-18T00:00:00+07:00,Male,supasit.benchapatranon@gmailx.com,+6617678891,60 หมู่ 38 ถนนสังข์กรด ตำบลทุ่งต่อ อำเภอบึงกุ่ม เชียงราย 51900,Thailand,2023-11-08T00:00:00+07:00,True,True,False,False,True,Web,Bronze
CUST-A001742,cc44659b-c553-45b2-9b29-ce8306692cdb,Peem,Polauaypon,1976-01-19T00:00:00+07:00,Male,peem.polauaypon@hotmailx.com,+6612822418,55 ถนนทวนทอง หนองอิเฒ่า บ่อไร่ สิงห์บุรี 97310,Thailand,2024-07-10T00:00:00+07:00,True,True,True,False,False,Android,Bronze
CUST-A001743,16b633e4-c578-470a-a967-35ad0f156f5c,Peem,Methavorakul,1979-09-09T00:00:00+07:00,Other,peem.methavorakul@gmailx.com,+6615766325,87 หมู่ 8 ถนนขอหมั่นกลาง ตำบลเขาปูน อำเภอเวียงแก่น จังหวัดกระบี่ 47350,Thailand,2023-11-07T00:00:00+07:00,False,False,True,False,True,iOS,Bronze
CUST-A001744,e8ddfd28-3f27-4fe0-a06f-2596fa615ded,Pannawich,Sittisaowapak,2001-05-25T00:00:00+07:00,Female,pannawich.sittisaowapak@gmailx.com,+6614373508,068/1 ถนนไม้แดง โพนสวรรค์ จ.น่าน 87480,Thailand,2023-12-24T00:00:00+07:00,False,True,False,True,False,Android,Bronze
CUST-A001745,ac7c1a94-4ef3-4fed-9ff3-44d3122e3130,Parin,Matinawin,1996-03-20T00:00:00+07:00,Male,parin.matinawin@hotmailx.com,+6619493859,69 หมู่ 19 ถนนศรีวงค์ อำเภอหนองบัวโคก จังหวัดมหาสารคาม 46060,Thailand,2024-03-17T00:00:00+07:00,False,False,True,True,True,iOS,Bronze
