customer_id,first_name,last_name,date_of_birth,gender,email,phone_number,address,country,account_creation_date,employment_status,annual_income,credit_score,suitability_test_score,marital_status,marketing_consent_email,marketing_consent_sms,marketing_consent_line_oa,marketing_consent_web_mobile_push,data_processing_consent,signup_source,product_holding_flag_deposit,product_holding_flag_payment,product_holding_flag_investment,product_holding_flag_insurance,asset_under_management_deposit,asset_under_management_payment,asset_under_management_investment,asset_under_management_insurance,total_asset_under_management,customer_tier
CUST-A001613,Nutcha,Phusilarungrueng,1998-10-22T00:00:00+07:00,Other,nutcha.phusilarungrueng@example.com,+6613987708,336/6 ถนนนิลวิมล ต.บัวบาน จ.ตราด 58150,Thailand,2023-11-10T00:00:00+07:00,Unemployed,7359728,407,3,Divorced,True,True,False,False,False,Web,True,True,True,True,97592,113563,10819,24628,246602,Bronze
CUST-A001614,Yada,Permchart,2018-08-19T00:00:00+07:00,Male,yada.permchart@example.com,+6618974545,688/7 ถนนเลขะพันธุ์ ตำบลวัดพะโต๊ะใต้ อำเภอคลองใหญ่ จังหวัดสุพรรณบุรี 78600,Thailand,2023-07-10T00:00:00+07:00,Employed,3801945,696,2,Single,True,False,True,True,False,iOS,True,True,True,True,651,163,1988,715,3517,Bronze
CUST-A001615,Pitipat,Kamalanon,1951-07-12T00:00:00+07:00,Other,pitipat.kamalanon@example.com,+6618846238,28 หมู่ 67 ถนนตวงทอง ต.ปากทรง อ.หนองบัวแดง จ.แม่ฮ่องสอน 88070,Thailand,2023-07-19T00:00:00+07:00,Retired,5878542,567,5,Widowed,False,True,False,False,False,Web,True,True,True,True,73625,4123,56418,58744,192910,Bronze
CUST-A001616,Suwijuk,Permchart,2003-02-06T00:00:00+07:00,Male,suwijuk.permchart@example.com,+6614821116,395 ถนนเขียวอ่อน ต.บ้านทุ่งต่อ จ.นครปฐม 18790,Thailand,2023-08-01T00:00:00+07:00,Student,9359323,505,1,Single,True,False,False,False,False,Web,True,True,True,True,13071,772,218629,158599,391071,Bronze
CUST-A001617,Nichakarn,Tungkasethakul,1953-09-08T00:00:00+07:00,Other,nichakarn.tungkasethakul@example.com,+6615843808,7/2 ถ.อุลหัสสา ต.เกาะหวาย อ.พรเจริญ จ.อุตรดิตถ์,Thailand,2023-10-18T00:00:00+07:00,Unemployed,6819958,610,1,Divorced,False,False,True,False,True,Android,True,True,True,True,833,388973,1694,12322,403822,Bronze
CUST-A001618,Peem,Siripaiboo,1948-07-30T00:00:00+07:00,Other,peem.siripaiboo@example.com,+6618126869,56 ถ.ทองเนื้อดี ต.โนนแดงใต้ อ.ปากคาด จ.อุดรธานี,Thailand,2024-01-11T00:00:00+07:00,Student,6466024,617,6,Single,True,False,False,False,False,Android,True,True,False,False,8508,12703,32298,2144,55653,Bronze
CUST-A001619,Chanikan,Sorattanachai,2016-11-05T00:00:00+07:00,Female,chanikan.sorattanachai@example.com,+6619643432,03/1 ถนนปานสุวรรณ วัดห้วยยอด สมุทรปราการ 36330,Thailand,2024-05-11T00:00:00+07:00,Unemployed,7728144,490,8,Single,False,True,False,False,False,Android,True,True,True,True,61365,205235,148604,84246,499450,Bronze
CUST-A001620,Pak,Chomsri,1916-07-05T00:00:00+06:42,Male,pak.chomsri@example.com,+6613910175,4 ถนนนิลวรรณ ตำบลพะโต๊ะ อำเภอคอนสวรรค์ อุตรดิตถ์ 45140,Thailand,2023-09-10T00:00:00+07:00,Student,3775247,457,6,Married,True,True,False,False,False,Android,False,True,True,True,30898,36080,45669,131730,244377,Bronze
CUST-A001621,Teetat,Bunlupong,2019-04-10T00:00:00+07:00,Male,teetat.bunlupong@example.com,+6615711509,48 หมู่ 9 ถนนทองสุกเลิศ อำเภอเนินสง่า กาฬสินธุ์ 59710,Thailand,2024-05-08T00:00:00+07:00,Employed,2014978,458,8,Widowed,True,True,True,True,True,Android,True,True,False,True,275577,41264,1191,1273,319305,Bronze
CUST-A001622,Aunyaporn,Pasuk,1960-02-12T00:00:00+07:00,Male,aunyaporn.pasuk@example.com,+6611817429,04 ถนนไทไชโย อ.แม่สรวย จ.ลพบุรี 23980,Thailand,2023-11-21T00:00:00+07:00,Employed,5597175,355,3,Married,False,False,True,False,False,Android,False,True,True,False,146446,230991,9946,36451,423834,Bronze
CUST-A001623,Sittikorn,Polpo,1934-08-03T00:00:00+07:00,Female,sittikorn.polpo@example.com,+6615130671,903 ถนนบุตดา ปราจีนบุรี 95490,Thailand,2024-06-04T00:00:00+07:00,Unemployed,7964003,334,5,Divorced,False,True,True,True,True,Android,True,True,True,True,2342,157279,35509,131434,326564,Bronze
CUST-A001624,Supasita,Sireelert,2014-04-05T00:00:00+07:00,Female,supasita.sireelert@example.com,+6612615058,29/37 ถ.ถาวรายุศม์ ต.ปากคมเหนือ อ.เฉลิมพระเกียรติ จ.ฉะเชิงเทรา,Thailand,2023-09-09T00:00:00+07:00,Retired,3191643,467,2,Single,True,False,True,True,True,Android,False,False,True,True,30960,215097,8590,16760,271407,Bronze
CUST-A001625,Wasin,Lertsattayanusak,1997-10-31T00:00:00+07:00,Female,wasin.lertsattayanusak@example.com,+6612141021,00 หมู่ 53 ถ.นิษประปัญจ์ แม่สรวย จ.ศรีสะเกษ 26610,Thailand,2024-05-31T00:00:00+07:00,Student,801473,369,4,Married,False,False,False,True,False,Android,False,False,True,False,63781,20385,6142,64398,154706,Bronze
CUST-A001626,Kamolchanok,Chaisatit,1938-11-08T00:00:00+07:00,Other,kamolchanok.chaisatit@example.com,+6611338411,023 ถ.ดุริยพันธุ์ ต.โนนศิลา อ.วังยาง จ.ประจวบคีรีขันธ์,Thailand,2024-01-13T00:00:00+07:00,Retired,1374315,567,3,Married,False,True,False,True,True,Web,True,True,True,True,466094,10137,8709,472,485412,Bronze
CUST-A001627,Teetat,Neerachapong,1951-02-17T00:00:00+07:00,Male,teetat.neerachapong@example.com,+6615619550,32/6 ถนนแก้วชลคราม อ.เฉลิมพระเกียรติ จ.พิษณุโลก 49350,Thailand,2024-06-21T00:00:00+07:00,Employed,764376,709,6,Divorced,True,False,True,True,False,Android,True,True,True,True,181201,36468,85086,66708,369463,Bronze
CUST-A001628,Chaifah,Norramon,2022-08-30T00:00:00+07:00,Male,chaifah.norramon@example.com,+6611076483,753 ถนนยาปะโลหิต หัวงัว เทิง มุกดาหาร 99670,Thailand,2024-03-19T00:00:00+07:00,Unemployed,9966137,800,8,Divorced,False,False,False,False,True,Android,True,True,False,True,9472,814,85000,42374,137660,Bronze
CUST-A001629,Sarunporn,Methavorakul,1967-06-14T00:00:00+07:00,Female,sarunporn.methavorakul@example.com,+6612042341,1 ถนนนฤภัย ตำบลบ้านนาวง อำเภอหนอกจอก แม่ฮ่องสอน 66110,Thailand,2023-08-16T00:00:00+07:00,Employed,4235035,672,4,Widowed,False,False,False,True,True,Web,True,False,True,False,223952,46983,68796,43222,382953,Bronze
CUST-A001630,Patchaploy,Sooksawang,1988-06-15T00:00:00+07:00,Male,patchaploy.sooksawang@example.com,+6614479098,022/39 ถนนตรีเภรินทร์ เนินสง่า จ.ขอนแก่น 60230,Thailand,2023-07-16T00:00:00+07:00,Employed,3994203,465,3,Widowed,True,True,False,False,True,iOS,True,True,True,False,304164,3849,20692,118,328823,Bronze
CUST-A001631,Wassaya,Chowitunkit,1977-01-28T00:00:00+07:00,Female,wassaya.chowitunkit@example.com,+6615102233,4/3 ซอยบุตดา ต.สุขเดือนห้าเล็ก อ.บางสะพานน้อย จ.ตรัง 12590,Thailand,2024-01-30T00:00:00+07:00,Student,5026866,577,8,Widowed,False,True,False,True,True,Web,True,True,False,True,221,112867,23666,228,136982,Bronze
CUST-A001632,Nutwadee,Bunlupong,1911-05-28T00:00:00+06:42,Male,nutwadee.bunlupong@example.com,+6618626839,41 ถ.ทำประดู่ สตูล 24340,Thailand,2023-07-26T00:00:00+07:00,Employed,4849651,585,4,Married,False,True,False,True,False,Android,True,True,True,True,100458,138935,180363,69946,489702,Bronze
CUST-A001633,Pattapon,Sujjaboriboon,2021-09-29T00:00:00+07:00,Male,pattapon.sujjaboriboon@example.com,+6615128883,27/70 ถนนดวงทับทิม วัดอิตื้อ จ.พัทลุง 28590,Thailand,2024-06-17T00:00:00+07:00,Unemployed,6824617,360,2,Married,True,True,False,True,True,Web,True,True,True,True,77125,202159,17619,93259,390162,Bronze
CUST-A001634,Supasita,Polpo,1918-12-11T00:00:00+06:42,Other,supasita.polpo@example.com,+6611115496,408/88 ถนนบุญส่ง เรณูนคร จ.ตรัง 18590,Thailand,2023-09-01T00:00:00+07:00,Unemployed,3906030,767,2,Widowed,False,True,True,False,True,Web,True,True,True,True,1111,70376,1893,294857,368237,Bronze
CUST-A001635,Wasin,Pichpandecha,1954-02-28T00:00:00+07:00,Male,wasin.pichpandecha@example.com,+6619775645,523 ถ.ตราชู อำเภอโพนสวรรค์ สตูล 59160,Thailand,2023-11-09T00:00:00+07:00,Retired,2501111,641,8,Widowed,True,True,True,False,False,Web,True,True,True,True,31756,183659,14492,19442,249349,Bronze
CUST-A001636,Nutkrita,Anekvorakul,1910-05-03T00:00:00+06:42,Male,nutkrita.anekvorakul@example.com,+6615386826,11 หมู่ 77 ถ.ทองประดิฐ อิตื้อ คลองใหญ่ ปัตตานี 48610,Thailand,2023-11-22T00:00:00+07:00,Student,8350473,554,2,Married,False,True,True,True,False,Web,True,True,True,False,104606,19559,9891,101433,235489,Bronze
CUST-A001637,Yanisa,Kittakun,1928-10-18T00:00:00+07:00,Male,yanisa.kittakun@example.com,+6613246633,785/84 ถนนนิลสลัว อำเภอแม่สรวย จังหวัดพัทลุง 98320,Thailand,2023-09-14T00:00:00+07:00,Student,884821,390,3,Widowed,False,True,True,False,True,iOS,True,True,True,True,148738,20124,18988,240193,428043,Bronze
CUST-A001638,Apisara,Bunlerngsri,1950-09-26T00:00:00+07:00,Female,apisara.bunlerngsri@example.com,+6615736986,963 ถ.แต้กุล บ้านหัวนาคำ จ.อ่างทอง 60910,Thailand,2024-01-12T00:00:00+07:00,Retired,6961825,418,2,Single,True,False,False,False,True,iOS,False,False,True,True,15630,311757,10609,11734,349730,Bronze
CUST-A001639,Phubes,Kitprapa,2006-10-29T00:00:00+07:00,Male,phubes.kitprapa@example.com,+6612571167,713 ถ.ตรีเภรินทร์ ต.นาหินลาด อ.ห้วยขวาง แม่ฮ่องสอน 87380,Thailand,2024-01-27T00:00:00+07:00,Retired,9177097,619,8,Divorced,False,False,False,False,True,Android,True,True,True,True,154998,559,2368,1490,159415,Bronze
CUST-A001640,Puntira,Krittayanukoon,2018-08-07T00:00:00+07:00,Male,puntira.krittayanukoon@example.com,+6615451372,40 ถ.เมืองสุข ต.เทพศิรินทร์ อ.เมือง จ.สมุทรสาคร 75380,Thailand,2024-02-15T00:00:00+07:00,Unemployed,8314307,304,3,Divorced,False,True,True,False,False,Android,True,True,True,False,3386,153935,5570,1232,164123,Bronze
CUST-A001641,Pak,Chaisatit,1929-12-14T00:00:00+07:00,Male,pak.chaisatit@example.com,+6615873863,757 ต.เกาะโพธิ์ อ.เวียงชัย พระนครศรีอยุธยา 17750,Thailand,2024-03-30T00:00:00+07:00,Unemployed,7855624,397,6,Widowed,False,False,False,False,False,Android,True,True,True,False,245,1037,3296,609,5187,Bronze
CUST-A001642,Anon,Charoensuksopol,1927-08-18T00:00:00+07:00,Male,anon.charoensuksopol@example.com,+6613975616,63 หมู่ 71 ถนนทรงโกมล ต.บึงนาหินลาด อ.เทพสถิต จ.ปัตตานี,Thailand,2023-08-22T00:00:00+07:00,Employed,3013871,515,8,Single,True,True,False,True,True,iOS,True,True,True,True,56848,57140,53089,264040,431117,Bronze
CUST-A001643,Pattapon,Pikatsingkorn,1991-02-14T00:00:00+07:00,Other,pattapon.pikatsingkorn@example.com,+6612784133,106 ถนนภูภักดี บ้านเขว้า จ.แม่ฮ่องสอน 49150,Thailand,2024-06-20T00:00:00+07:00,Employed,6464494,632,1,Divorced,True,True,True,False,False,iOS,False,True,True,True,37171,464,48823,35006,121464,Bronze
CUST-A001644,Nichakarn,Pichpandecha,1934-10-29T00:00:00+07:00,Female,nichakarn.pichpandecha@example.com,+6614849727,69 หมู่ 7 ถนนทองเนื้อดี ตำบลเขาขาว อำเภอพระนคร ระยอง 16470,Thailand,2024-06-25T00:00:00+07:00,Employed,9721084,538,4,Married,False,True,True,False,True,Web,True,True,True,True,575,5650,116522,2310,125057,Bronze
CUST-A001645,Chawin,Intaum,1963-12-18T00:00:00+07:00,Male,chawin.intaum@example.com,+6615813220,536/3 ถ.ถนัดรักษา ตำบลเปือยใหญ่ อำเภอบ่อไร่ น่าน 20470,Thailand,2023-12-02T00:00:00+07:00,Student,3750785,727,6,Widowed,True,True,True,False,False,iOS,True,True,True,False,33602,381837,53988,2209,471636,Bronze
CUST-A001646,Yada,Sujjaboriboon,1996-05-23T00:00:00+07:00,Male,yada.sujjaboriboon@example.com,+6617681472,93 หมู่ 49 ถนนไทนิยม หนองตอกแป้น จ.สมุทรสาคร 51920,Thailand,2023-11-27T00:00:00+07:00,Retired,3416903,465,1,Single,False,True,False,False,False,Android,True,True,False,True,22833,69862,37502,245068,375265,Bronze
CUST-A001647,Nutcha,Pothanun,1979-03-10T00:00:00+07:00,Other,nutcha.pothanun@example.com,+6618149366,13 หมู่ 8 ถนนศิวะวรเวท เมือง พิษณุโลก 86780,Thailand,2024-02-09T00:00:00+07:00,Employed,617220,697,1,Divorced,False,True,True,False,True,Web,True,False,True,True,1210,3831,247,411747,417035,Bronze
CUST-A001648,Tunchanok,Sireelert,1979-03-12T00:00:00+07:00,Female,tunchanok.sireelert@example.com,+6612850330,92 ถ.ติระคมน์ ลพบุรี 87410,Thailand,2024-04-10T00:00:00+07:00,Unemployed,7011758,834,7,Married,True,True,False,False,True,iOS,True,True,True,True,125544,19564,185125,98549,428782,Bronze
CUST-A001649,Anon,Thantananont,2015-02-14T00:00:00+07:00,Other,anon.thantananont@example.com,+6619667907,7/2 ถนนบุญส่ง เมือง จ.ชลบุรี 48510,Thailand,2023-10-11T00:00:00+07:00,Student,9762261,584,7,Single,True,True,False,True,False,Web,True,False,True,True,160933,15446,24764,72071,273214,Bronze
CUST-A001650,Pintusorn,Kamalanon,2000-12-29T00:00:00+07:00,Male,pintusorn.kamalanon@example.com,+6614606047,72 หมู่ 33 ถนนชุมวระ ต.วัดปากแจ่ม อ.หนองบัวแดง จ.ลำปาง 94540,Thailand,2023-12-02T00:00:00+07:00,Student,3555602,632,6,Married,False,False,False,False,True,Web,True,True,True,False,15846,57227,10565,7105,90743,Bronze
CUST-A001651,Pannawich,Posalee,1942-09-01T00:00:00+07:00,Male,pannawich.posalee@example.com,+6617819585,00 หมู่ 2 ถ.วะคีมัน เขาขาวเล็ก เมือง มุกดาหาร 48400,Thailand,2024-01-26T00:00:00+07:00,Retired,3861899,594,5,Married,False,False,False,True,False,Android,False,True,True,True,5885,1174,42979,2392,52430,Bronze
CUST-A001652,Aunyaporn,Pianduangsri,1960-06-05T00:00:00+07:00,Other,aunyaporn.pianduangsri@example.com,+6613088534,38/4 ซ.นามขำ ทุ่งต่อ นาแก สกลนคร 23310,Thailand,2023-07-24T00:00:00+07:00,Student,2540842,746,4,Divorced,True,True,True,True,True,Android,False,True,True,False,6521,2082,6436,10973,26012,Bronze
CUST-A001653,Noppakao,Wannapaitoonsri,1960-02-04T00:00:00+07:00,Female,noppakao.wannapaitoonsri@example.com,+6612924488,36 ถนนแนวพนิช ดอนสมบูรณ์ สามโคก สมุทรสงคราม 48170,Thailand,2023-08-18T00:00:00+07:00,Student,4361644,741,4,Divorced,False,True,False,True,False,iOS,True,False,True,True,36332,13572,14518,29402,93824,Bronze
CUST-A001654,Parin,Sujjaboriboon,2000-08-21T00:00:00+07:00,Female,parin.sujjaboriboon@example.com,+6614647814,355 ถนนนิลเสนา อ.แก้งคร้อ ระนอง 85690,Thailand,2024-03-25T00:00:00+07:00,Student,2446888,360,5,Divorced,True,False,False,True,True,Android,True,False,True,True,9421,25247,12276,391864,438808,Bronze
CUST-A001655,Pitipat,Tianvarich,1993-09-10T00:00:00+07:00,Other,pitipat.tianvarich@example.com,+6612972363,37 หมู่ 3 ถนนทีฆะ อ.ศรีวิไล อุทัยธานี 70470,Thailand,2023-11-20T00:00:00+07:00,Retired,4024999,384,7,Married,True,False,False,False,False,iOS,False,True,True,True,34466,76160,11789,85948,208363,Bronze
CUST-A001656,Pattapon,Pasuk,2009-06-27T00:00:00+07:00,Other,pattapon.pasuk@example.com,+6613776825,42 ถ.ดีตพันธุ์ ตำบลบางเล่า อำเภอปากคาด จังหวัดพิษณุโลก 13980,Thailand,2023-12-05T00:00:00+07:00,Employed,2674040,744,1,Married,False,True,False,False,True,Android,True,True,True,True,156046,111388,60066,513,328013,Bronze
CUST-A001657,Jinjuta,Chomsri,1975-01-24T00:00:00+07:00,Female,jinjuta.chomsri@example.com,+6613277776,49/98 ถ.ดีตพันธุ์ อ.เนินสง่า นครสวรรค์ 55230,Thailand,2024-04-28T00:00:00+07:00,Retired,4908533,463,5,Widowed,False,True,False,False,False,Web,True,False,True,True,549,7307,2973,3282,14111,Bronze
CUST-A001658,Pannawich,Prachayaroch,1910-12-10T00:00:00+06:42,Other,pannawich.prachayaroch@example.com,+6613775222,55 หมู่ 54 ซอยศรีอุ่น ต.บางไผ่ อ.หนองบัวโคก กำแพงเพชร,Thailand,2024-04-14T00:00:00+07:00,Employed,5873773,541,8,Widowed,False,True,True,False,False,Android,True,True,True,True,220662,56079,41635,20246,338622,Bronze
CUST-A001659,Nutkrita,Pitanuwat,1976-11-07T00:00:00+07:00,Male,nutkrita.pitanuwat@example.com,+6614903380,937/5 ซ.จ้อยนุแสง ต.ยางตลาด อ.วังทองหลาง เชียงใหม่ 35570,Thailand,2024-01-27T00:00:00+07:00,Retired,7460517,695,5,Single,True,True,True,True,True,Android,True,True,True,True,70857,23066,3907,73582,171412,Bronze
CUST-A001660,Nutwadee,Neerachapong,1984-12-18T00:00:00+07:00,Other,nutwadee.neerachapong@example.com,+6613103203,29/9 ถนนตรีครุธพันธุ์ ต.บางปะกอกใต้ อ.วังยาง ขอนแก่น 72590,Thailand,2023-10-12T00:00:00+07:00,Employed,5224725,591,7,Widowed,True,False,False,False,True,iOS,True,True,True,True,24915,28174,25075,226203,304367,Bronze
CUST-A001661,Arisara,Pothanun,2019-06-26T00:00:00+07:00,Male,arisara.pothanun@example.com,+6612431563,57/38 ถ.นฤทุกข์ ตำบลท่างิ้ว อำเภอบ้านแท่น จังหวัดชัยนาท 23070,Thailand,2024-02-16T00:00:00+07:00,Student,4660150,639,8,Divorced,True,True,True,True,True,iOS,True,False,True,True,32551,20205,8508,81779,143043,Bronze
CUST-A001662,Thanatcha,Suraprasert,1932-12-20T00:00:00+07:00,Male,thanatcha.suraprasert@example.com,+6612617273,59 ถนนธูปะวิโรจน์ วังทองหลาง พังงา 70740,Thailand,2024-04-28T00:00:00+07:00,Student,7318045,455,5,Married,True,True,True,False,True,iOS,True,True,True,True,9871,10440,16738,2055,39104,Bronze
CUST-A001663,Chanikan,Sujjaboriboon,1909-07-04T00:00:00+06:42,Female,chanikan.sujjaboriboon@example.com,+6615953689,4 ถ.ฉิมพาลี อำเภอวังทองหลาง สมุทรสงคราม 42080,Thailand,2023-12-05T00:00:00+07:00,Retired,4359434,489,3,Divorced,False,False,False,True,False,Android,True,True,True,False,82251,4752,29718,125217,241938,Bronze
CUST-A001664,Thanatcha,Prakalpawong,2007-03-11T00:00:00+07:00,Male,thanatcha.prakalpawong@example.com,+6613734542,9 ถ.ปานสุวรรณ ต.นาดี อ.บึงกุ่ม จ.แพร่,Thailand,2024-06-29T00:00:00+07:00,Unemployed,1748067,849,5,Divorced,True,False,True,True,True,Web,True,False,False,True,253720,17665,125668,87235,484288,Bronze
CUST-A001665,Tunchanok,Matinawin,2018-10-04T00:00:00+07:00,Female,tunchanok.matinawin@example.com,+6617866110,267 ถนนศรทอง บ้านยางตลาด พัทลุง 27800,Thailand,2024-01-29T00:00:00+07:00,Unemployed,721671,477,5,Single,False,False,False,False,False,Web,True,True,True,True,90212,18107,32179,130296,270794,Bronze
CUST-A001666,Aunyaporn,Bunlupong,1952-10-02T00:00:00+07:00,Male,aunyaporn.bunlupong@example.com,+6615175174,61/5 ถนนนิลเสนา ตำบลลำภูรา อำเภอปากคาด กาฬสินธุ์ 67600,Thailand,2024-05-05T00:00:00+07:00,Unemployed,6726412,495,6,Divorced,True,False,True,True,False,Android,True,False,True,True,7182,5354,138720,16984,168240,Bronze
CUST-A001667,Pitipat,Pasuk,1920-05-12T00:00:00+07:00,Female,pitipat.pasuk@example.com,+6618849264,79/78 ถนนบุนยาภิสนท์ เทพสถิต อ่างทอง 11550,Thailand,2024-06-06T00:00:00+07:00,Employed,9366937,496,6,Divorced,False,True,False,False,True,Android,True,True,True,True,6341,113586,42190,194720,356837,Bronze
CUST-A001668,Patcharaporn,Pikatsingkorn,1931-11-15T00:00:00+07:00,Other,patcharaporn.pikatsingkorn@example.com,+6612545241,799/3 ถ.นพตระกูล ตำบลห้วยบางกุ้งเล็ก อำเภอภักดีชุมพล นครราชสีมา 45240,Thailand,2023-10-28T00:00:00+07:00,Student,7597248,831,1,Married,True,False,False,False,False,Android,True,False,True,True,100559,9202,52957,27265,189983,Bronze
CUST-A001669,Pornchanok,Pongpanitch,2005-06-02T00:00:00+07:00,Other,pornchanok.pongpanitch@example.com,+6618940936,12/31 ถ.นิลสลัว ต.วัดทุ่งต่อ อ.ภักดีชุมพล อุดรธานี 70510,Thailand,2023-09-26T00:00:00+07:00,Employed,2173859,835,3,Divorced,True,False,False,False,False,Web,True,True,True,True,706,47712,155504,65242,269164,Bronze
CUST-A001670,Jaruwan,Polpo,1908-08-15T00:00:00+06:42,Male,jaruwan.polpo@example.com,+6612121190,6/5 ถ.ขุนดำ อ.หนองบัวระเหว จ.พัทลุง 91740,Thailand,2024-01-02T00:00:00+07:00,Student,8069930,424,5,Married,True,True,False,False,True,Web,True,False,True,True,53827,14884,43891,4262,116864,Bronze
CUST-A001671,Chaifah,Kittakun,1972-07-07T00:00:00+07:00,Female,chaifah.kittakun@example.com,+6616174225,660 ถนนนิษประปัญจ์ ตำบลคลองเขื่อน อำเภอนาหว้า พะเยา 37120,Thailand,2024-04-12T00:00:00+07:00,Unemployed,3466177,703,4,Widowed,True,False,False,False,False,Web,True,True,True,True,33937,150907,17518,33847,236209,Bronze
CUST-A001672,Kamolchanok,Wasunun,2004-08-08T00:00:00+07:00,Female,kamolchanok.wasunun@example.com,+6618898635,7/2 ถนนทวนไชย์ อ.ภาษีเจริญ พัทลุง 96410,Thailand,2024-05-26T00:00:00+07:00,Student,8114447,427,6,Married,True,False,False,True,False,iOS,True,True,True,True,11639,84632,55934,2677,154882,Bronze
CUST-A001673,Prima,Kongsri,1975-12-29T00:00:00+07:00,Male,prima.kongsri@example.com,+6619149446,15 หมู่ 5 ถนนสงประเสริฐ ต.ปากคม อ.บ่อไร่ จ.ราชบุรี 60560,Thailand,2023-09-28T00:00:00+07:00,Unemployed,1126033,514,2,Divorced,False,True,False,False,False,Android,True,True,True,True,67434,28101,12936,1431,109902,Bronze
CUST-A001674,Chawin,Prayoonhong,2002-02-08T00:00:00+07:00,Other,chawin.prayoonhong@example.com,+6619005294,47 หมู่ 46 ถ.นิษประปัญจ์ อ.เขาสมิง สุรินทร์ 90090,Thailand,2024-04-26T00:00:00+07:00,Unemployed,1278609,725,1,Divorced,True,True,False,False,False,iOS,True,True,True,True,133408,8321,23263,94458,259450,Bronze
CUST-A001675,Chawin,Sireelert,1977-08-07T00:00:00+07:00,Female,chawin.sireelert@example.com,+6619419280,87/78 ถ.นาคสุทิน ต.ห้วยก้อนแก้ว อ.นาทม จ.ชัยนาท 58780,Thailand,2024-06-02T00:00:00+07:00,Retired,7172440,498,4,Married,True,False,True,True,False,Web,False,False,False,True,392,363,76467,2936,80158,Bronze
CUST-A001676,Nattawun,Bunlerngsri,1911-06-22T00:00:00+06:42,Male,nattawun.bunlerngsri@example.com,+6611063227,50/36 ถ.ตรีเภรินทร์ ห้วยยอด ซับใหญ่ นครปฐม 25910,Thailand,2024-06-09T00:00:00+07:00,Employed,5157505,787,1,Widowed,True,False,True,True,True,Android,True,False,True,True,536,3522,115861,843,120762,Bronze
CUST-A001677,Kulnun,Intaum,1974-03-16T00:00:00+07:00,Other,kulnun.intaum@example.com,+6619533872,151/1 ถนนธาราธร ตำบลปากพลี อำเภอคอนสาร จังหวัดสุพรรณบุรี 88190,Thailand,2024-04-14T00:00:00+07:00,Retired,9309882,648,1,Married,True,True,True,False,False,iOS,True,True,True,True,32492,33036,12368,396863,474759,Bronze
CUST-A001678,Chalisa,Titipatrayunyong,1908-11-12T00:00:00+06:42,Male,chalisa.titipatrayunyong@example.com,+6614449036,11 ถนนถนิมมาศ ตำบลโนนแดง อำเภอเกษตรสมบูรณ์ สมุทรปราการ 80740,Thailand,2024-02-03T00:00:00+07:00,Unemployed,1163244,806,3,Single,False,True,True,False,True,Web,True,True,False,False,24036,3271,296796,49987,374090,Bronze
CUST-A001679,Supasita,Trikasemmart,2023-06-28T00:00:00+07:00,Other,supasita.trikasemmart@example.com,+6618164306,2 ถ.ธูปหอม อ.หนอกจอก บึงกาฬ 99790,Thailand,2023-09-29T00:00:00+07:00,Unemployed,7605452,574,4,Married,False,True,False,True,True,Web,True,True,False,True,169708,17523,14601,59107,260939,Bronze
CUST-A001680,Apisara,Suraprachit,1999-09-22T00:00:00+07:00,Female,apisara.suraprachit@example.com,+6615701560,844/9 ถ.บุตดา ตำบลโนนแดง อำเภอบ้านแท่น จังหวัดฉะเชิงเทรา 99550,Thailand,2023-09-26T00:00:00+07:00,Employed,3300981,589,1,Single,False,True,True,False,True,Android,False,False,True,True,54386,288952,90457,25584,459379,Bronze
CUST-A001681,Kunaporn,Trikasemmart,1942-04-01T00:00:00+07:00,Male,kunaporn.trikasemmart@example.com,+6613921829,3 ถ.ทศโยธิน ต.บางกุ้ง อ.ปากคาด ขอนแก่น 22370,Thailand,2023-12-31T00:00:00+07:00,Student,4897481,313,1,Divorced,False,True,True,True,False,Web,True,True,True,True,57648,352223,8566,19416,437853,Bronze
CUST-A001682,Kamolchanok,Habpanom,1979-02-03T00:00:00+07:00,Female,kamolchanok.habpanom@example.com,+6615113932,0/5 ถ.หอมพิกุล ตำบลนาเชือกกลาง อำเภอบำเหน็จณรงค์ ปราจีนบุรี 26880,Thailand,2023-12-31T00:00:00+07:00,Unemployed,7373929,368,3,Widowed,False,False,False,False,False,Android,True,True,True,True,359458,17566,63095,15515,455634,Bronze
CUST-A001683,Tunchanok,Srisoontorn,2004-05-05T00:00:00+07:00,Male,tunchanok.srisoontorn@example.com,+6619340564,24 หมู่ 5 ถนนหนุนสุข คลองเขื่อน เทิง อ่างทอง 72000,Thailand,2024-04-24T00:00:00+07:00,Unemployed,1687149,411,6,Widowed,True,False,False,False,False,Android,True,True,True,True,7114,19233,11719,1332,39398,Bronze
CUST-A001684,Pornchanok,Polauaypon,1932-12-05T00:00:00+07:00,Male,pornchanok.polauaypon@example.com,+6617813538,490/0 ถนนทองสุกเลิศ ต.คลองขามใต้ อ.เรณูนคร จ.สิงห์บุรี 47050,Thailand,2023-11-04T00:00:00+07:00,Retired,2034451,689,6,Married,True,False,True,False,False,Web,True,True,True,True,17068,2770,7160,5844,32842,Bronze
